dataset,file,row_id,prediction,parsed_prediction,ground_truth,parsed_ground_truth,correct,finish_reason,error,audit_reason
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q0_2_3,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q0_5_1,A,A,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q0_5_2,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q1_1_1,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q1_2_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q1_2_3,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q1_5_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q1_5_2,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q2_1_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q2_2_1,A,A,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q2_5_1,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q3_1_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q3_1_2,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q3_2_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q3_2_3,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q3_5_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_q3_5_2,D,D,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group006_gen_6_1,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q0_1_1,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q0_2_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q0_5_1,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q0_5_2,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q1_1_2,B. Directly right,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q1_5_1,A,A,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q1_5_2,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q2_1_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q2_1_2,A,A,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q2_2_1,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q2_5_1,D,D,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q2_5_2,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q3_1_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q3_1_2,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q3_2_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q3_5_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_q3_5_2,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group007_gen_6_2,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q0_1_1,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q0_2_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q0_2_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q0_5_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q0_5_2,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q1_1_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q1_1_2,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q1_2_1,A,A,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q1_2_3,A,A,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q1_5_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q1_5_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q2_1_1,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q2_1_2,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q2_2_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q2_5_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q2_5_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q3_1_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q3_1_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q3_2_1,D,D,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q3_2_3,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q3_5_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_q3_5_2,A,A,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group008_gen_6_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q0_1_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q0_1_2,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q0_2_1,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q0_5_1,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q0_5_2,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q1_1_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q1_2_1,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q1_5_1,A,A,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q1_5_2,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q2_1_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q2_1_2,D,D,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q2_2_1,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q2_5_1,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q2_5_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q3_1_1,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q3_2_1,A,A,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q3_2_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q3_2_3,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q3_5_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_q3_5_2,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_gen_6_1,A,A,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group009_gen_6_2,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q0_1_1,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q0_1_2,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q0_2_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q0_5_1,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q0_5_2,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q1_1_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q1_2_1,A,A,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q1_5_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q1_5_2,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q2_1_1,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q2_1_2,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q2_2_1,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q2_5_1,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q2_5_2,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q3_1_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q3_1_2,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q3_2_1,C,C,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q3_5_1,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_q3_5_2,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_gen_6_1,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group010_gen_6_2,C,C,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q0_1_1,B,B,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q0_1_2,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q0_2_3,B,B,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q0_5_1,C,C,D,D,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q0_5_2,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q1_1_1,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q1_2_1,A,A,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q1_5_1,A,A,B,B,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q1_5_2,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q2_1_1,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q2_1_2,B,B,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q2_2_1,D,D,C,C,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q2_5_1,D,D,A,A,false,stop,,incorrect
MindCube-Bench,qwen3vl8b_MindCube_Bench_len65536_maxtok256_raw.jsonl,among_group011_q2_5_2,D,D,A,A,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,0,2,2,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,1,"A,C",c,"D,B",d b,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,2,0,0,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,3,1,1,"1,2,4,9,13",1 2 4 9 13,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,4,122.40,122 40,13107.42,13107 42,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,5,120.00,120 00,4807.74,4807 74,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,7,No,no,0,0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,8,2415.00,2415 00,18975.00,18975 00,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,9,Yes,yes,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,11,70.00,70 00,79.49,79 49,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,12,3,3,"3,13",3 13,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,13,equal,equal,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,14,"\draw (\x + 0.5, \y) -- (\x + 0.5, \y - 0.3);",draw x 0 5 y x 0 5 y 0 3,"\draw (\x + 0.5, \y) -- (\x + 0.5, \y - 0.3); % Desk leg",draw x 0 5 y x 0 5 y 0 3 desk leg,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,16,-2,2,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,17,Yes,yes,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,19,10,10,-2,2,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,20,B,b,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,21,-1,1,3,3,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,23,0.01,0 01,0.30,0 30,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,24,104.5,104 5,504.5,504 5,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,25,"A,C",c,"D,B",d b,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,26,A,,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,28,120.00,120 00,5472.00,5472 00,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,29,"A,D",d,"B,D",b d,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,31,8.00,8 00,5.54,5 54,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,32,6.28,6 28,14.46,14 46,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,33,0.31,0 31,0,0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,34,137.00,137 00,4361.00,4361 00,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,35,0.01,0 01,0.65,0 65,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,37,22,22,34,34,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,38,134.00,134 00,58.00,58 00,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,39,0,0,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,40,1,1,"3,5,14",3 5 14,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,41,14,14,"2,9,13",2 9 13,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,42,"A,D",d,"C,D",c d,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,43,6.93,6 93,10.34,10 34,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,44,Philadelphia,philadelphia,Dallas,dallas,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,45,Miami,miami,Cancun,cancun,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,46,196.00,196 00,1624.00,1624 00,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,47,10,10,"3,4,10,13",3 4 10 13,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,48,0,0,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,50,\draw (O) -- (A) -- (B) -- (F) -- (E) -- cycle;,draw o b f e cycle,\draw[dashed] (E) -- (D);,draw dashed e d,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,51,0,0,5,5,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,52,B,b,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,53,270,270,930.0,930 0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,54,10,10,"0,5,10,14",0 5 10 14,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,55,108.0,108 0,66.5,66 5,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,56,17.99,17 99,42.0,42 0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,57,55.0,55 0,51.79,51 79,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,58,Yes,yes,0,0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,60,"\draw (2, 1.4) -- (2.8, 1.4);",draw 2 1 4 2 8 1 4,"\draw (2, 1.4) -- (2.8, 1.4); % Horizontal line in window",draw 2 1 4 2 8 1 4 horizontal line in window,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,61,-1,1,0,0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,62,G35,g35,G36,g36,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,63,A,,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,64,1,1,"5,9,11",5 9 11,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,65,No,no,0,0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,66,"\draw (-2,0) -- (2,0);",draw 2 0 2 0,"\draw (0,-1.5) -- (0,1.5);",draw 0 1 5 0 1 5,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,67,No,no,1,1,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,69,14,14,13,13,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,70,17.0,17 0,11.5,11 5,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,71,270,270,890.0,890 0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,72,103.4,103 4,303.9,303 9,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,73,225,225,880.0,880 0,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,74,A,,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,76,1,1,"6,9",6 9,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,77,117.87,117 87,816.16,816 16,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,78,14,14,"6,11",6 11,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,80,G96,g96,G27,g27,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,81,A,,A,,,stop,,unparsed
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,82,6,6,"0,3,4,6",0 3 4 6,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,83,"(White, decreased)",white decreased,"(Rainy, decreased)",rainy decreased,false,stop,,incorrect
ReMI,qwen3vl8b_ReMI_test_len65536_maxtok1024_raw.jsonl,84,No,no,0,0,false,stop,,incorrect
